index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
434	main-captions	MSRvid	2012test	0650	none	none	A woman is walking on an open ground with a pet dog as some other dogs follow them.	A man is walking with several dogs.	2.000
435	main-captions	MSRvid	2012test	0651	none	none	A woman is mincing some garlic.	A person is cleaning a disk.	0.000
436	main-captions	MSRvid	2012test	0654	none	none	Two teams are playing soccer.	Different sets of teams are playing football on a field.	2.500
437	main-captions	MSRvid	2012test	0655	none	none	A rat like creature is smelling around.	An animal is walking on the ground.	2.000
438	main-captions	MSRvid	2012test	0657	none	none	Two Sumo ringers are fighting each other.	A man rides a water toy in the water.	0.000
439	main-captions	MSRvid	2012test	0659	none	none	A man lays on the ground and aims a rifle.	A man is spreading butter on a tortilla.	0.000
440	main-captions	MSRvid	2012test	0661	none	none	A couple are running towards the ocean.	A man and and woman are running together, holding hands.	2.818
441	main-captions	MSRvid	2012test	0666	none	none	A woman is chopping a hard egg.	A person is cutting  boiled egg into pieces.	3.533
442	main-captions	MSRvid	2012test	0667	none	none	Two robots share a kiss.	A male and female robot are kissing.	3.800
443	main-captions	MSRvid	2012test	0668	none	none	A cat is trying to touch a dog.	The cat teased the dog by touching his head.	3.250
444	main-captions	MSRvid	2012test	0670	none	none	The rhino grazed on the grass.	A rhino is grazing in a field.	4.000
445	main-captions	MSRvid	2012test	0671	none	none	The man drove his little red car around the traffic.	The dog ran in the water at the beach.	0.000
446	main-captions	MSRvid	2012test	0672	none	none	A man is cutting bread.	A man is doing tricks with a soccer ball.	1.000
447	main-captions	MSRvid	2012test	0675	none	none	A cat rapidly swats a kid in the head.	A cat and a boy play together.	2.600
448	main-captions	MSRvid	2012test	0676	none	none	A cat is playing in a box.	The dog is playing with the floor cleaner.	1.400
449	main-captions	MSRvid	2012test	0678	none	none	The couple danced in the church.	A couple slow dances.	3.200
450	main-captions	MSRvid	2012test	0680	none	none	A man is patting an alligator on the mouth.	A person is dumping chopped vegetables into a pot on the stove.	0.000
451	main-captions	MSRvid	2012test	0681	none	none	A person checks some rice pudding.	A horse is running.	0.000
452	main-captions	MSRvid	2012test	0684	none	none	A woman is stirring two eggs in a glass bowl.	A young girl is singing on a stage.	0.000
453	main-captions	MSRvid	2012test	0685	none	none	The man is playing the drums.	A man pours cleaner in his sink.	0.000
454	main-captions	MSRvid	2012test	0687	none	none	A man is slicing a pepper.	A person cuts a big green pepper apart.	3.800
455	main-captions	MSRvid	2012test	0688	none	none	A woman is speaking in sign language.	A woman spices some seafood.	0.643
456	main-captions	MSRvid	2012test	0689	none	none	A boy is crawling into a dog house.	A cat is playing on the floor.	0.000
457	main-captions	MSRvid	2012test	0690	none	none	The girl flew her kite while she ran up a hill.	A girl loses her kite.	2.250
458	main-captions	MSRvid	2012test	0691	none	none	A woman is placing food in a pot of hot water.	A woman is frying meat.	1.250
459	main-captions	MSRvid	2012test	0692	none	none	A small monkey walks through water.	A monkey is wading across a marsh.	3.400
460	main-captions	MSRvid	2012test	0693	none	none	A man is riding a bike.	A panda bear is eating.	0.000
461	main-captions	MSRvid	2012test	0694	none	none	A young man is singing and playing the piano.	The man is writing a letter.	0.200
462	main-captions	MSRvid	2012test	0695	none	none	A boy takes off his sunglasses.	A boy is screaming.	0.500
463	main-captions	MSRvid	2012test	0696	none	none	A girl is playing a piano.	A boy is doing push ups.	0.000
464	main-captions	MSRvid	2012test	0699	none	none	The lady sliced a tomatoe.	Someone is cutting a tomato.	4.000
465	main-captions	MSRvid	2012test	0700	none	none	Someone is holding a hedgehog.	A onion is being sliced.	0.000
466	main-captions	MSRvid	2012test	0701	none	none	A woman peels a potato.	A woman is grilling pineapples.	1.000
467	main-captions	MSRvid	2012test	0705	none	none	A cat is drinking some water.	A truck is going down a hill.	0.000
468	main-captions	MSRvid	2012test	0706	none	none	A person is putting salt and pepper on a piece of pork.	A youngster is sitting on a piano.	0.000
469	main-captions	MSRvid	2012test	0707	none	none	The man sat in his chair and stared.	The little girl is putting her hair into a pony tail.	0.000
470	main-captions	MSRvid	2012test	0708	none	none	A woman is dicing a potato.	A woman cuts tofu into tiny pieces.	1.800
471	main-captions	MSRvid	2012test	0710	none	none	A baby is crawling happily.	A baby sneezed and scared another baby.	1.200
472	main-captions	MSRvid	2012test	0711	none	none	A person is frying a meat in the pan.	A man is cutting a vegetable.	0.600
473	main-captions	MSRvid	2012test	0712	none	none	A man is looking out of a window.	A woman is swimming in the water.	0.250
474	main-captions	MSRvid	2012test	0713	none	none	A man seated is playing the guitar.	A man is playing an acoustic guitar and singing into a microphone.	3.250
475	main-captions	MSRvid	2012test	0715	none	none	A woman is slicing an onion with a knife.	A man is preparing some dish.	1.250
476	main-captions	MSRvid	2012test	0718	none	none	A rider is running and jumping her horse.	A woman jumps hurdles on a horse.	4.000
477	main-captions	MSRvid	2012test	0719	none	none	A boy is playing a key-board.	A boy is sitting in a room playing a piano by lamp light.	3.250
478	main-captions	MSRvid	2012test	0721	none	none	Two men are fighting.	The man is exercising.	0.750
479	main-captions	MSRvid	2012test	0722	none	none	A man is playing a wooden flute while several other men play bongo drums.	A man is playing a flute.	3.250
480	main-captions	MSRvid	2012test	0724	none	none	A person is petting a monkey.	A man is holding a slow loris.	1.200
481	main-captions	MSRvid	2012test	0727	none	none	Two cartoon rabbits are kissing.	A rabbit is kissing another rabbit.	3.800
482	main-captions	MSRvid	2012test	0728	none	none	The hedgehog chewed on the towel.	A hedgehog is biting at a blanket.	3.400
483	main-captions	MSRvid	2012test	0731	none	none	A cat is licking himself.	A man is slicing a white onion with a mandolin slicer.	0.000
484	main-captions	MSRvid	2012test	0735	none	none	A small guinea pig is gnawing and eating a piece of carrot on the floor.	A Guinea pig eats a carrot.	3.500
485	main-captions	MSRvid	2012test	0736	none	none	Four boys are standing in front of the burning car.	Four young men stand still as a car explodes behind them.	3.750
486	main-captions	MSRvid	2012test	0738	none	none	A man is smoking.	The man sat in his suit and smoked.	4.000
487	main-captions	MSRvid	2012test	0740	none	none	A woman is adding sauce to some food.	A person is cutting leaves.	0.200
488	main-captions	MSRvid	2012test	0744	none	none	Three children are eating their food.	The deer jumped over the fence.	0.000
489	main-captions	MSRvid	2012test	0745	none	none	A submarine is going through water.	A baby is falling asleep.	0.000
490	main-captions	MSRvid	2012test	0746	none	none	A man is running on a street.	A man plays the guitar.	0.800
491	main-captions	MSRvid	2012test	0747	none	none	A person is slicing an onion.	A cat is pooping into a toilet.	0.000
492	main-captions	MSRvid	2012test	0748	none	none	A badger is digging in the dirt.	A man is moving large rocks.	0.000
493	main-captions	MSRvid	2012test	0749	none	none	A woman is slicing big pepper.	A dog is moving its mouth.	0.000
494	main-captions	MSRvid	2012train	0000	none	none	A man is riding a bicycle.	A man is riding a bike.	5.000
495	main-captions	MSRvid	2012train	0003	none	none	A man and a woman are kissing each other.	A man and a woman are talking to each other.	0.600
496	main-captions	MSRvid	2012train	0004	none	none	A woman is slicing an onion.	A woman is cutting an onion.	4.200
497	main-captions	MSRvid	2012train	0009	none	none	A small boy is playing with a dog.	A baby is playing with a dog.	3.750
498	main-captions	MSRvid	2012train	0010	none	none	The man is drawing.	A man is drawing.	5.000
499	main-captions	MSRvid	2012train	0011	none	none	A man is cutting a potato.	A woman is cutting a tomato.	1.250
500	main-captions	MSRvid	2012train	0017	none	none	A boy is playing a guitar.	A kid is playing a guitar.	3.600
501	main-captions	MSRvid	2012train	0023	none	none	A woman is cutting an onion.	A woman is cutting through an onion.	5.000
502	main-captions	MSRvid	2012train	0024	none	none	A toy train is striking a toy car.	A toy train strikes a toy car.	5.000
503	main-captions	MSRvid	2012train	0025	none	none	A man is playing the guitar.	A man is playing the flute.	2.200
504	main-captions	MSRvid	2012train	0026	none	none	A cat opens a drawer and climbs inside.	A cat is opening a drawer and climbing inside.	5.000
505	main-captions	MSRvid	2012train	0027	none	none	A woman is frying a food.	A woman is deep frying food.	4.250
506	main-captions	MSRvid	2012train	0029	none	none	A man is dicing an onion.	A woman is cutting an onion.	2.500
507	main-captions	MSRvid	2012train	0030	none	none	A girl is playing a guitar.	A man is playing a guitar.	2.800
508	main-captions	MSRvid	2012train	0031	none	none	A girl is singing on stage.	A man is singing on stage.	2.800
509	main-captions	MSRvid	2012train	0032	none	none	A woman is riding a horse.	A woman is riding a donkey.	2.800
510	main-captions	MSRvid	2012train	0033	none	none	A girl is playing a guitar.	A man is playing a guitar.	2.800
511	main-captions	MSRvid	2012train	0034	none	none	A woman is brushing some shrimp.	A woman brushes some shrimp.	5.000
512	main-captions	MSRvid	2012train	0035	none	none	A man is dancing on the ceiling.	A man is dancing on the ceiling of a room.	4.800
513	main-captions	MSRvid	2012train	0037	none	none	A woman thinly slices an onion with a large knife.	A woman is slicing onions with a large knife.	4.200
514	main-captions	MSRvid	2012train	0038	none	none	A man is playing a keyboard.	A man plays a keyboard.	5.000
515	main-captions	MSRvid	2012train	0039	none	none	A man plays the guitar.	A man is playing the guitar.	5.000
516	main-captions	MSRvid	2012train	0040	none	none	A woman is peeling a potato.	A woman peels a potato.	5.000
517	main-captions	MSRvid	2012train	0041	none	none	A woman is handling a frog.	A man is holding a frog.	3.750
518	main-captions	MSRvid	2012train	0043	none	none	A man is playing a flute.	A man is playing a guitar.	2.000
519	main-captions	MSRvid	2012train	0045	none	none	A man is playing a guitar.	A man is playing a flute.	1.583
520	main-captions	MSRvid	2012train	0046	none	none	A man is playing a piano.	A man is playing a guitar.	1.778
521	main-captions	MSRvid	2012train	0047	none	none	A man is playing a guitar.	A man is playing a piano.	2.000
522	main-captions	MSRvid	2012train	0048	none	none	A man is playing a flute.	A man is playing a guitar.	2.000
523	main-captions	MSRvid	2012train	0049	none	none	A man is playing a flute.	A man is playing a guitar.	2.000
524	main-captions	MSRvid	2012train	0050	none	none	Two women are on a couch.	Two women are hugging on a couch.	3.200
525	main-captions	MSRvid	2012train	0051	none	none	Someone is slicing a cucumber.	A man is slicing a cucumber.	3.800
526	main-captions	MSRvid	2012train	0052	none	none	A kitten is playing with a blue rope toy.	A kitten is playing with a toy.	4.400
527	main-captions	MSRvid	2012train	0054	none	none	The dog is barking at the toy.	A dog is barking at a toy.	5.000
528	main-captions	MSRvid	2012train	0055	none	none	A person folds a tortilla.	A man folds a tortilla.	3.500
529	main-captions	MSRvid	2012train	0056	none	none	A cat is drinking milk.	A kitten is drinking milk.	4.000
530	main-captions	MSRvid	2012train	0057	none	none	A person is driving a car.	A man is driving a car.	3.500
531	main-captions	MSRvid	2012train	0058	none	none	A turtle is walking.	A tortoise is walking.	4.400
532	main-captions	MSRvid	2012train	0059	none	none	A cow is eating grass.	A cow is eating hay.	3.800
533	main-captions	MSRvid	2012train	0060	none	none	A woman is chopping broccoli.	A woman is chopping garlic.	2.600
534	main-captions	MSRvid	2012train	0061	none	none	A man is crying.	A man is screaming.	3.000
535	main-captions	MSRvid	2012train	0063	none	none	The man is playing the guitar.	A man is playing guitar.	5.000
536	main-captions	MSRvid	2012train	0064	none	none	A man is cutting an onion.	A man is cutting a plantain.	3.667
537	main-captions	MSRvid	2012train	0065	none	none	A man is slicing a potato.	A woman is peeling a potato.	2.333
538	main-captions	MSRvid	2012train	0069	none	none	A woman is tapping her fingers on a table.	A woman is tapping her fingers.	4.000
539	main-captions	MSRvid	2012train	0070	none	none	Someone is boiling okra in a pot.	Someone is cooking okra in a pan.	4.400
540	main-captions	MSRvid	2012train	0071	none	none	A man is smoking.	A man is mixing.	0.200
541	main-captions	MSRvid	2012train	0072	none	none	The man is playing the drums.	A man is playing drums.	5.000
542	main-captions	MSRvid	2012train	0073	none	none	A man dives into a pool.	A man is diving into a pool.	5.000
543	main-captions	MSRvid	2012train	0074	none	none	A woman is cutting a leak.	A woman is slicing a leek.	4.000
544	main-captions	MSRvid	2012train	0077	none	none	A little boy is playing a guitar.	A boy is playing guitar.	4.600
545	main-captions	MSRvid	2012train	0080	none	none	A woman is dancing.	The man is dancing.	2.600
546	main-captions	MSRvid	2012train	0081	none	none	Women are talking.	The men are talking.	2.600
547	main-captions	MSRvid	2012train	0082	none	none	A girl is putting gel in her hair.	A woman is putting gel on her hair.	2.600
548	main-captions	MSRvid	2012train	0083	none	none	A kid is playing guitar.	A man is playing a guitar.	2.200
549	main-captions	MSRvid	2012train	0084	none	none	A group of people are marching in place.	A group of people are dancing in concert.	1.700
550	main-captions	MSRvid	2012train	0086	none	none	The woman is shooting a machine gun.	The man is shooting a gun.	2.000
551	main-captions	MSRvid	2012train	0087	none	none	A man played the piano.	A man plays a piano.	4.000
552	main-captions	MSRvid	2012train	0088	none	none	A woman is slicing an onion.	Someone is slicing a onion.	3.250
553	main-captions	MSRvid	2012train	0089	none	none	A man is slicing a cucumber.	A man is cutting cucumbers.	4.500
554	main-captions	MSRvid	2012train	0090	none	none	A girl is eating a cupcake.	A woman is eating a cupcake.	2.600
555	main-captions	MSRvid	2012train	0091	none	none	A woman is cutting an onion.	A man is chopping an onion.	2.000
556	main-captions	MSRvid	2012train	0092	none	none	The man is playing a guitar.	A baby is playing a guitar.	1.800
557	main-captions	MSRvid	2012train	0093	none	none	A man is playing the guitar.	A man is playing the drums.	1.556
558	main-captions	MSRvid	2012train	0094	none	none	Two little girls talk on the telephone.	Two girls talk on the phone.	4.500
559	main-captions	MSRvid	2012train	0095	none	none	A man is chopping a log with an axe.	A man is chopping a tree trunk with an axe.	4.000
560	main-captions	MSRvid	2012train	0099	none	none	A person is cutting a capsicum into pieces.	A person is slicing a garlic into pieces.	1.600
561	main-captions	MSRvid	2012train	0100	none	none	A man is talking with a woman.	A woman is walking with a dog.	0.500
562	main-captions	MSRvid	2012train	0101	none	none	The man is walking.	A man is talking.	1.400
563	main-captions	MSRvid	2012train	0102	none	none	Someone is pouring oil into a skillet.	Someone is pouring milk into a blender.	1.600
564	main-captions	MSRvid	2012train	0103	none	none	A small kitten is playing a ball.	A kitten is playing with a ball.	4.400
565	main-captions	MSRvid	2012train	0104	none	none	A man is playing a guitar.	A woman is playing a flute.	1.800
566	main-captions	MSRvid	2012train	0106	none	none	A girl is playing a violin.	A girl is playing a flute.	2.600
567	main-captions	MSRvid	2012train	0108	none	none	A man is playing two pianos.	A cat is playing a piano.	1.600
568	main-captions	MSRvid	2012train	0109	none	none	A man is exercising.	A girl is exercising.	3.000
569	main-captions	MSRvid	2012train	0110	none	none	A person is slicing a scallop.	A person is slicing octopus.	2.000
570	main-captions	MSRvid	2012train	0111	none	none	A man and a woman are riding on their bicycles.	A man and woman are riding a motorcycle.	2.000
571	main-captions	MSRvid	2012train	0113	none	none	Two men are fighting in a cow pasture.	Two men are fighting in a cattle pen.	4.000
572	main-captions	MSRvid	2012train	0114	none	none	A woman is adding oil to a pan.	A man is pouring oil into a pan.	3.000
573	main-captions	MSRvid	2012train	0115	none	none	A girl makes up her bed.	A young girl makes her bed.	4.400
574	main-captions	MSRvid	2012train	0116	none	none	The cat played with a watermelon.	A cat is playing with a watermelon.	4.800
575	main-captions	MSRvid	2012train	0117	none	none	A girl jumps on a car.	A girl is jumping onto a car.	4.800
576	main-captions	MSRvid	2012train	0121	none	none	A man is praying.	A man is running.	0.727
577	main-captions	MSRvid	2012train	0122	none	none	A car is parking.	A cat is playing.	0.000
578	main-captions	MSRvid	2012train	0123	none	none	A man is running.	A man is dancing.	1.250
579	main-captions	MSRvid	2012train	0126	none	none	A man is singing.	A man is dancing.	0.500
580	main-captions	MSRvid	2012train	0127	none	none	A man is carrying another man over his shoulder.	A man is carrying someone on his shoulder.	3.250
581	main-captions	MSRvid	2012train	0128	none	none	A woman is peeling a potato.	A woman is slicing a tomato.	1.333
582	main-captions	MSRvid	2012train	0129	none	none	A woman is cutting a tomato.	A woman is slicing a potato.	1.000
583	main-captions	MSRvid	2012train	0130	none	none	Someone is peeling a potato.	Someone is slicing a tomato.	1.400
584	main-captions	MSRvid	2012train	0131	none	none	A woman is peeling a potato.	A woman is slicing a tomato.	1.333
585	main-captions	MSRvid	2012train	0132	none	none	Two robots kiss.	Two robots are kissing.	5.000
586	main-captions	MSRvid	2012train	0133	none	none	Two boys on a couch are playing video games.	Two boys are playing a video game.	4.000
587	main-captions	MSRvid	2012train	0135	none	none	A woman is squeezing a lemon.	A woman is squeezing juice out of a lemon.	4.400
588	main-captions	MSRvid	2012train	0139	none	none	A woman is slicing an onion.	A man is slicing a tomato.	1.200
589	main-captions	MSRvid	2012train	0140	none	none	A woman is slicing a carrot.	A man is slicing a tomato.	1.200
590	main-captions	MSRvid	2012train	0142	none	none	A girl is styling her hair.	A girl is filing her nails.	1.250
591	main-captions	MSRvid	2012train	0143	none	none	A man walking down the stairs.	A man walks down a staircase.	5.000
592	main-captions	MSRvid	2012train	0147	none	none	Two people are riding a motorcycle.	Two people are riding a bike.	2.000
593	main-captions	MSRvid	2012train	0148	none	none	A man is playing a guitar.	A woman is playing an electric guitar.	2.200
594	main-captions	MSRvid	2012train	0149	none	none	A man is playing a guitar and singing.	A man is playing a guitar.	3.200
595	main-captions	MSRvid	2012train	0150	none	none	A man is walking in the rain.	A man and woman is walking in the grand.	1.500
596	main-captions	MSRvid	2012train	0151	none	none	A kangaroo is eating.	Kangaroo eating.	4.750
597	main-captions	MSRvid	2012train	0152	none	none	A man is fishing.	A man is exercising.	0.500
598	main-captions	MSRvid	2012train	0153	none	none	A woman is swimming.	A man is singing.	0.067
599	main-captions	MSRvid	2012train	0154	none	none	A Woman is eating.	A animal is eating.	1.600
600	main-captions	MSRvid	2012train	0155	none	none	A boy and a girl is dancing in the rain.	A man and woman is dancing in the rain.	2.600
601	main-captions	MSRvid	2012train	0156	none	none	A man is driving a car.	A man drives a car.	4.875
602	main-captions	MSRvid	2012train	0157	none	none	A woman is grating onion.	A woman grates onions.	5.000
603	main-captions	MSRvid	2012train	0158	none	none	Two roosters are fighting.	Two men are fighting.	2.000
604	main-captions	MSRvid	2012train	0159	none	none	A man is riding a horse.	A man is driving a car.	1.400
605	main-captions	MSRvid	2012train	0160	none	none	A man is riding a horse.	A man is driving a car.	1.400
606	main-captions	MSRvid	2012train	0162	none	none	A man is shooting a gun.	A man is slicing a bun.	0.800
607	main-captions	MSRvid	2012train	0164	none	none	A woman is cutting an onion.	A woman is cutting meat.	2.000
608	main-captions	MSRvid	2012train	0165	none	none	The woman is slicing herbs.	The man is slicing bread.	1.600
609	main-captions	MSRvid	2012train	0166	none	none	A boy is playing the piano.	A man is playing a piano.	3.000
610	main-captions	MSRvid	2012train	0167	none	none	A baby elephant is eating.	A baby elephant eats a sapling.	3.615
611	main-captions	MSRvid	2012train	0170	none	none	A woman is cracking eggs into a bowl.	A woman is cracking eggs.	4.000
612	main-captions	MSRvid	2012train	0171	none	none	A person is playing the keyboard.	A boy is playing a key-board.	4.000
613	main-captions	MSRvid	2012train	0172	none	none	A boy whacks a man with a sword.	A boy spanks a man with a plastic sword.	3.333
614	main-captions	MSRvid	2012train	0173	none	none	A person is slicing a carrot into pieces.	A person is cutting an onion into pieces.	1.500
615	main-captions	MSRvid	2012train	0174	none	none	A man sliced through a bunch of water bottles with a knife.	A man is slicing a line of water bottles with a knife	4.400
616	main-captions	MSRvid	2012train	0176	none	none	A man is writing in a book.	A man is writing on a paper.	2.875
617	main-captions	MSRvid	2012train	0179	none	none	A woman is slicing a garlic.	A woman is slicing a big pepper.	2.200
618	main-captions	MSRvid	2012train	0180	none	none	A person is making a bed.	A person is eating at a table.	0.200
619	main-captions	MSRvid	2012train	0183	none	none	A man is playing keyboard.	A man is playing guitar.	1.800
620	main-captions	MSRvid	2012train	0184	none	none	A man is playing a violin.	A man is playing a harp.	1.600
621	main-captions	MSRvid	2012train	0188	none	none	The woman is smoking.	The man is walking.	0.200
622	main-captions	MSRvid	2012train	0190	none	none	The man erased what the other man had on the board.	The man erased the work on the board.	3.000
623	main-captions	MSRvid	2012train	0191	none	none	A man is riding a motorcycle.	A man is riding a motorcycle through a town.	3.500
624	main-captions	MSRvid	2012train	0192	none	none	A man is riding a motorcycle on the highway.	A man is riding a motorcycle.	3.500
625	main-captions	MSRvid	2012train	0193	none	none	A woman is slicing up some meat.	A woman is slicing some onions.	2.000
626	main-captions	MSRvid	2012train	0195	none	none	A woman cuts up broccoli.	A woman is cutting broccoli.	5.000
627	main-captions	MSRvid	2012train	0196	none	none	A man is playing a piano.	A woman is peeling a potato.	0.000
628	main-captions	MSRvid	2012train	0197	none	none	Someone is slicing a tomato.	Someone is slicing fruit.	3.200
629	main-captions	MSRvid	2012train	0198	none	none	A woman is dancing in a cage.	A woman is dancing.	3.250
630	main-captions	MSRvid	2012train	0199	none	none	A woman is swimming.	A man is spitting.	0.000
631	main-captions	MSRvid	2012train	0200	none	none	A man is running.	A man is mooing.	1.000
632	main-captions	MSRvid	2012train	0201	none	none	The man is playing the guitar.	The man played his guitar.	3.667
633	main-captions	MSRvid	2012train	0202	none	none	A cat stares into the camera.	A cat addresses the camera.	3.000
634	main-captions	MSRvid	2012train	0203	none	none	The baby is laughing and crawling.	A baby is laughing and crawling on the floor.	4.200
635	main-captions	MSRvid	2012train	0205	none	none	A woman is shooting a gun.	A woman shoots a shotgun.	4.091
636	main-captions	MSRvid	2012train	0207	none	none	A woman is dancing in the rain.	A woman is dancing in railway station.	2.000
637	main-captions	MSRvid	2012train	0209	none	none	A woman is dancing.	A woman is exercising.	1.000
638	main-captions	MSRvid	2012train	0210	none	none	A kid is playing an instrument.	A young boy is playing a wind instrument.	3.800
639	main-captions	MSRvid	2012train	0211	none	none	Someone slices a bottle with a sword.	A man breaks a bottle with a sword.	4.000
640	main-captions	MSRvid	2012train	0213	none	none	A woman is cutting an apple.	A woman is cutting potato.	1.800
641	main-captions	MSRvid	2012train	0214	none	none	The man is peeling an apple.	A man peels an apple.	5.000
642	main-captions	MSRvid	2012train	0217	none	none	The man is playing the guitar.	The man is playing with a skull.	1.000
643	main-captions	MSRvid	2012train	0218	none	none	An animal is walking on the ground.	A solenodon is walking along the ground.	3.000
644	main-captions	MSRvid	2012train	0221	none	none	A little girl is playing a grand piano on stage.	A little girl is playing the piano.	2.600
645	main-captions	MSRvid	2012train	0223	none	none	a group of people dancing	A group of men are dancing.	3.400
646	main-captions	MSRvid	2012train	0224	none	none	A man plays a guitar.	A woman is playing guitar.	2.000
647	main-captions	MSRvid	2012train	0226	none	none	A cat swings on a ceiling fan.	A cat is spun around by a ceiling fan.	4.200
648	main-captions	MSRvid	2012train	0229	none	none	A woman is playing the flute.	A girl is playing a flute.	3.800
649	main-captions	MSRvid	2012train	0230	none	none	The woman is dicing onions.	A woman is cutting an onion.	4.400
650	main-captions	MSRvid	2012train	0231	none	none	A monkey is brushing a bull dog.	A monkey brushes a dog.	4.200
651	main-captions	MSRvid	2012train	0233	none	none	A woman is slicing a onion.	A woman is cutting a potato.	1.200
652	main-captions	MSRvid	2012train	0234	none	none	A man is playing the piano.	A woman is playing a guitar.	1.200
653	main-captions	MSRvid	2012train	0235	none	none	A woman is washing her hands.	A woman is straightening her hair.	0.800
654	main-captions	MSRvid	2012train	0236	none	none	A woman fires a shotgun.	A woman is shooting a gun.	3.200
655	main-captions	MSRvid	2012train	0237	none	none	A man is eating a bowl of cereal.	The man is eating cereal.	4.000
656	main-captions	MSRvid	2012train	0239	none	none	A woman is bathing into bath-tub.	A woman is taking a bath.	4.400
657	main-captions	MSRvid	2012train	0240	none	none	A motorcyclist crashes on his motorcycle.	A person crashes on a motorcycle.	4.200
658	main-captions	MSRvid	2012train	0241	none	none	A man is dangling a mouse near a snake.	A man is feeding a mice to a snake.	3.200
659	main-captions	MSRvid	2012train	0242	none	none	A man and a woman are walking in the woods.	A man and woman are walking through the jungle.	3.400
660	main-captions	MSRvid	2012train	0243	none	none	A person pours some rice pudding into a bowl.	The lady poured the rice pudding into a bowl.	4.000
661	main-captions	MSRvid	2012train	0244	none	none	A man stares out a window.	A man looks out the window.	4.800
662	main-captions	MSRvid	2012train	0245	none	none	A woman is firing a rifle.	A woman is cutting a lemon.	0.200
663	main-captions	MSRvid	2012train	0246	none	none	A man is eating a banana.	Someone is peeling a banana.	1.800
664	main-captions	MSRvid	2012train	0247	none	none	The men are performing on stage.	The comedic mimes performed on stage.	2.600
665	main-captions	MSRvid	2012train	0248	none	none	A cartoon woman dives into a pool.	A cartoon woman is diving off a board.	2.800
666	main-captions	MSRvid	2012train	0249	none	none	The lady put the baby int a trashcan.	A woman puts a baby in a trash can.	5.000
667	main-captions	MSRvid	2012train	0250	none	none	Someone is frying meat.	Someone is playing paino.	0.250
668	main-captions	MSRvid	2012train	0251	none	none	A man is rapidly chopping some mushrooms using a knife.	A person is quickly chopping mushrooms with a knife.	3.750
669	main-captions	MSRvid	2012train	0252	none	none	A woman is adding ingredients to a bowl.	A woman is cracking three eggs into a bowl.	1.750
670	main-captions	MSRvid	2012train	0253	none	none	A skateboarder does tricks on a half-pipe.	A man skateboards on a half pipe.	3.500
671	main-captions	MSRvid	2012train	0254	none	none	A man is speaking on a stage.	A man is speaking at a podium.	3.400
672	main-captions	MSRvid	2012train	0255	none	none	A man is playing a guitar.	A man in a hat is playing a harp.	1.400
673	main-captions	MSRvid	2012train	0256	none	none	A man is playing on his keyboard.	A man is playing a guitar.	1.400
674	main-captions	MSRvid	2012train	0257	none	none	A person is cutting a potato.	A person is slicing a shallot.	1.000
675	main-captions	MSRvid	2012train	0259	none	none	A man is dancing on the ceiling of a room.	A man is dancing upside-down on the ceiling.	4.600
676	main-captions	MSRvid	2012train	0260	none	none	Two men are dancing.	Two women are shopping.	0.400
677	main-captions	MSRvid	2012train	0261	none	none	Someone is seasoning eggs.	Someone is seasoning two raw eggs in a bowl.	3.600
678	main-captions	MSRvid	2012train	0264	none	none	A man is swinging in a rope.	A gibbon is swinging in the trees.	1.250
679	main-captions	MSRvid	2012train	0266	none	none	A man is cutting tomatoes.	A woman is cutting broccoli.	1.500
680	main-captions	MSRvid	2012train	0267	none	none	A woman is boiling shrimp.	A woman is combing her hair.	1.000
681	main-captions	MSRvid	2012train	0268	none	none	A man cuts a potato.	A man is slicing a potato.	3.750
682	main-captions	MSRvid	2012train	0269	none	none	A man is dancing on the road.	A man is dancing.	3.250
683	main-captions	MSRvid	2012train	0270	none	none	The deer jumped over the fence.	A deer jumps over a cyclone fence.	4.000
684	main-captions	MSRvid	2012train	0271	none	none	A girl dances in the rain.	A woman is dancing in the rain.	3.000
685	main-captions	MSRvid	2012train	0272	none	none	A woman is writing a letter.	A woman is sitting at a desk.	1.667
686	main-captions	MSRvid	2012train	0273	none	none	A gorilla is playing the drums.	A monkey is playing drums.	3.333
687	main-captions	MSRvid	2012train	0275	none	none	A woman is riding on a horse.	A woman is picking tomatoes.	0.500
688	main-captions	MSRvid	2012train	0279	none	none	The boy cut the grass by the curb with scissors.	A boy cuts grass with scissors.	3.750
689	main-captions	MSRvid	2012train	0281	none	none	A man with glasses is talking.	A man in a library is talking.	3.250
690	main-captions	MSRvid	2012train	0283	none	none	A woman is cutting some flowers.	A woman is cutting broccoli.	1.000
691	main-captions	MSRvid	2012train	0284	none	none	A person is walking down a stone path.	A man is walking down a sidewalk.	3.500
692	main-captions	MSRvid	2012train	0286	none	none	A man plays the keyboard with his nose.	The man is playing the piano with his nose.	4.400
693	main-captions	MSRvid	2012train	0287	none	none	A man is playing guitar.	A cat is playing.	0.400
694	main-captions	MSRvid	2012train	0288	none	none	A animal is eating.	The animal is hopping.	0.400
695	main-captions	MSRvid	2012train	0289	none	none	A man is lifting weights.	A man is lifting a barbell.	4.200
696	main-captions	MSRvid	2012train	0290	none	none	A man is running with a bus.	A man runs with a truck.	2.500
697	main-captions	MSRvid	2012train	0291	none	none	A man is climbing a rope.	A man is sitting on a rock.	0.250
698	main-captions	MSRvid	2012train	0292	none	none	A cat is playing the piano.	A cat is licking its paw.	0.250
